service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
61,0,0,0,0,0,1,0,20240309,20240309
270,1,1,1,1,1,0,0,20240304,20240308
360,1,1,1,1,1,0,0,20240311,20240614
361,0,0,0,0,0,1,0,20240316,20240615
362,0,0,0,0,0,0,1,20240310,20240609
